PLAYER_ID,SEASON,TEAM_ID,"('0 Contesting Rebounders', 'DREB')","('0 Contesting Rebounders', 'OREB')","('0 Contesting Rebounders', 'REB')","('0 Contesting Rebounders', 'REB_FREQ')","('0-3 Feet', 'DREB')","('0-3 Feet', 'OREB')","('0-3 Feet', 'REB')","('0-3 Feet', 'REB_FREQ')","('1 Contesting Rebounder', 'DREB')","('1 Contesting Rebounder', 'OREB')","('1 Contesting Rebounder', 'REB')","('1 Contesting Rebounder', 'REB_FREQ')","('10+ Feet', 'DREB')","('10+ Feet', 'OREB')","('10+ Feet', 'REB')","('10+ Feet', 'REB_FREQ')","('2+ Contesting Rebounders', 'DREB')","('2+ Contesting Rebounders', 'OREB')","('2+ Contesting Rebounders', 'REB')","('2+ Contesting Rebounders', 'REB_FREQ')","('3-6 Feet', 'DREB')","('3-6 Feet', 'OREB')","('3-6 Feet', 'REB')","('3-6 Feet', 'REB_FREQ')","('6-10 Feet', 'DREB')","('6-10 Feet', 'OREB')","('6-10 Feet', 'REB')","('6-10 Feet', 'REB_FREQ')","('OVERALL', 'DREB')","('OVERALL', 'OREB')","('OVERALL', 'REB')","('OVERALL', 'REB_CONTESTED')","('OVERALL', 'REB_UNCONTESTED')"
1627832,2021-22,1610612761.0,215.0,29.0,244.0,0.85,13.0,2.0,15.0,0.052,28.0,13.0,41.0,0.143,105.0,23.0,128.0,0.446,0.0,2.0,2.0,0.007,47.0,11.0,58.0,0.202,78.0,8.0,86.0,0.3,243,44,287,43,244
1627832,2022-23,1610612761.0,204.0,24.0,228.0,0.814,18.0,2.0,20.0,0.071,45.0,5.0,50.0,0.179,99.0,18.0,117.0,0.418,1.0,1.0,2.0,0.007,48.0,6.0,54.0,0.193,85.0,4.0,89.0,0.318,250,30,280,52,228
1627832,2023-24,1610612745.0,202.0,29.0,231.0,0.837,21.0,1.0,22.0,0.08,38.0,3.0,41.0,0.149,105.0,23.0,128.0,0.464,3.0,1.0,4.0,0.014,48.0,7.0,55.0,0.199,69.0,2.0,71.0,0.257,243,33,276,45,231
1627832,2024-25,1610612745.0,161.0,25.0,186.0,0.845,14.0,3.0,17.0,0.077,27.0,6.0,33.0,0.15,92.0,24.0,116.0,0.527,0.0,1.0,1.0,0.005,42.0,1.0,43.0,0.195,40.0,4.0,44.0,0.2,188,32,220,34,186
1627846,2017-18,1610612738.0,44.0,6.0,50.0,0.704,8.0,4.0,12.0,0.169,14.0,5.0,19.0,0.268,14.0,3.0,17.0,0.239,0.0,2.0,2.0,0.028,26.0,4.0,30.0,0.423,10.0,2.0,12.0,0.169,58,13,71,21,50
1627846,2018-19,1610612760.0,80.0,12.0,92.0,0.807,16.0,2.0,18.0,0.158,20.0,1.0,21.0,0.184,22.0,10.0,32.0,0.281,0.0,1.0,1.0,0.009,38.0,2.0,40.0,0.351,24.0,0.0,24.0,0.211,100,14,114,22,92
1627846,2019-20,1610612760.0,72.0,9.0,81.0,0.81,14.0,2.0,16.0,0.16,13.0,4.0,17.0,0.17,13.0,10.0,23.0,0.23,1.0,1.0,2.0,0.02,36.0,2.0,38.0,0.38,23.0,0.0,23.0,0.23,86,14,100,19,81
1627846,2020-21,1610612756.0,45.0,4.0,49.0,0.803,5.0,1.0,6.0,0.098,9.0,2.0,11.0,0.18,6.0,0.0,6.0,0.098,0.0,1.0,1.0,0.016,25.0,6.0,31.0,0.508,18.0,0.0,18.0,0.295,54,7,61,12,49
1627846,2021-22,1610612756.0,17.0,0.0,17.0,0.63,5.0,2.0,7.0,0.259,6.0,3.0,9.0,0.333,3.0,0.0,3.0,0.111,0.0,1.0,1.0,0.037,10.0,2.0,12.0,0.444,5.0,0.0,5.0,0.185,23,4,27,10,17
1627850,2016-17,1610612752.0,21.0,11.0,32.0,0.64,4.0,8.0,12.0,0.24,7.0,7.0,14.0,0.28,3.0,3.0,6.0,0.12,0.0,4.0,4.0,0.08,13.0,9.0,22.0,0.44,8.0,2.0,10.0,0.2,28,22,50,18,32
1627850,2017-18,1610612749.0,8.0,1.0,9.0,0.529,5.0,1.0,6.0,0.353,5.0,3.0,8.0,0.471,1.0,0.0,1.0,0.059,0.0,0.0,0.0,0.0,7.0,1.0,8.0,0.471,0.0,2.0,2.0,0.118,13,4,17,8,9
1627854,2016-17,1610612759.0,17.0,1.0,18.0,0.857,1.0,0.0,1.0,0.048,3.0,0.0,3.0,0.143,10.0,1.0,11.0,0.524,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.048,8.0,0.0,8.0,0.381,20,1,21,3,18
1627854,2017-18,1610612759.0,85.0,11.0,96.0,0.873,4.0,1.0,5.0,0.045,13.0,1.0,14.0,0.127,41.0,11.0,52.0,0.473,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.255,25.0,0.0,25.0,0.227,98,12,110,14,96
1627854,2018-19,1610612759.0,189.0,14.0,203.0,0.853,23.0,1.0,24.0,0.101,31.0,4.0,35.0,0.147,57.0,15.0,72.0,0.303,0.0,0.0,0.0,0.0,75.0,1.0,76.0,0.319,65.0,1.0,66.0,0.277,220,18,238,35,203
1627854,2019-20,1610612759.0,99.0,10.0,109.0,0.886,8.0,0.0,8.0,0.065,13.0,1.0,14.0,0.114,56.0,10.0,66.0,0.537,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.163,28.0,1.0,29.0,0.236,112,11,123,14,109
1627854,2020-21,1610612749.0,86.0,8.0,94.0,0.839,9.0,2.0,11.0,0.098,15.0,2.0,17.0,0.152,32.0,5.0,37.0,0.33,0.0,1.0,1.0,0.009,30.0,1.0,31.0,0.277,30.0,3.0,33.0,0.295,101,11,112,18,94
1627854,2021-22,0.0,72.0,7.0,79.0,1.638,7.0,0.0,7.0,0.128,11.0,3.0,14.0,0.362,32.0,10.0,42.0,0.929,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.355,26.0,0.0,26.0,0.587,83,10,93,14,79
1627854,2022-23,1610612750.0,7.0,3.0,10.0,0.667,2.0,0.0,2.0,0.133,3.0,1.0,4.0,0.267,4.0,3.0,7.0,0.467,1.0,0.0,1.0,0.067,3.0,1.0,4.0,0.267,2.0,0.0,2.0,0.133,11,4,15,5,10
1627863,2016-17,1610612764.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,1
1627863,2017-18,1610612756.0,56.0,6.0,62.0,0.816,7.0,3.0,10.0,0.132,4.0,6.0,10.0,0.132,9.0,4.0,13.0,0.171,3.0,1.0,4.0,0.053,22.0,4.0,26.0,0.342,25.0,2.0,27.0,0.355,63,13,76,14,62
1627863,2018-19,1610612745.0,95.0,13.0,108.0,0.771,18.0,6.0,24.0,0.171,18.0,8.0,26.0,0.186,22.0,10.0,32.0,0.229,2.0,4.0,6.0,0.043,40.0,5.0,45.0,0.321,35.0,4.0,39.0,0.279,115,25,140,32,108
1627863,2019-20,1610612745.0,171.0,39.0,210.0,0.792,23.0,11.0,34.0,0.128,38.0,15.0,53.0,0.2,25.0,29.0,54.0,0.204,1.0,1.0,2.0,0.008,91.0,9.0,100.0,0.377,71.0,6.0,77.0,0.291,210,55,265,55,210
1627863,2020-21,1610612745.0,87.0,11.0,98.0,0.748,22.0,1.0,23.0,0.176,24.0,4.0,28.0,0.214,23.0,8.0,31.0,0.237,3.0,2.0,5.0,0.038,43.0,7.0,50.0,0.382,26.0,1.0,27.0,0.206,114,17,131,33,98
1627863,2021-22,0.0,74.0,14.0,88.0,1.604,7.0,0.0,7.0,0.13,16.0,4.0,20.0,0.358,18.0,9.0,27.0,0.479,2.0,0.0,2.0,0.039,32.0,3.0,35.0,0.67,35.0,6.0,41.0,0.722,92,18,110,22,88
1627863,2022-23,1610612755.0,76.0,7.0,83.0,0.883,15.0,1.0,16.0,0.17,7.0,1.0,8.0,0.085,14.0,4.0,18.0,0.191,2.0,1.0,3.0,0.032,29.0,3.0,32.0,0.34,27.0,1.0,28.0,0.298,85,9,94,11,83
1627863,2023-24,1610612755.0,29.0,4.0,33.0,0.6,4.0,3.0,7.0,0.127,11.0,10.0,21.0,0.382,7.0,5.0,12.0,0.218,0.0,1.0,1.0,0.018,10.0,5.0,15.0,0.273,19.0,2.0,21.0,0.382,40,15,55,22,33
1627879,2016-17,1610612759.0,7.0,1.0,8.0,0.889,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.111,4.0,1.0,5.0,0.556,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.111,3.0,0.0,3.0,0.333,8,1,9,1,8
1627884,2016-17,1610612756.0,29.0,14.0,43.0,0.551,7.0,8.0,15.0,0.192,10.0,18.0,28.0,0.359,8.0,10.0,18.0,0.231,1.0,6.0,7.0,0.09,16.0,14.0,30.0,0.385,9.0,6.0,15.0,0.192,40,38,78,35,43
1627884,2017-18,0.0,17.0,9.0,26.0,1.4260000000000002,3.0,3.0,6.0,0.176,0.0,11.0,11.0,0.324,4.0,4.0,8.0,0.45599999999999996,0.0,1.0,1.0,0.25,5.0,8.0,13.0,0.603,5.0,6.0,11.0,0.765,17,21,38,12,26
1627884,2018-19,1610612748.0,106.0,40.0,146.0,0.606,31.0,34.0,65.0,0.27,33.0,40.0,73.0,0.303,26.0,21.0,47.0,0.195,4.0,18.0,22.0,0.091,54.0,31.0,85.0,0.353,32.0,12.0,44.0,0.183,143,98,241,95,146
1627884,2019-20,1610612748.0,118.0,26.0,144.0,0.629,18.0,19.0,37.0,0.162,42.0,27.0,69.0,0.301,23.0,18.0,41.0,0.179,5.0,11.0,16.0,0.07,72.0,19.0,91.0,0.397,52.0,8.0,60.0,0.262,165,64,229,85,144
1627884,2020-21,1610612757.0,88.0,31.0,119.0,0.583,19.0,24.0,43.0,0.211,38.0,38.0,76.0,0.373,36.0,19.0,55.0,0.27,1.0,8.0,9.0,0.044,45.0,21.0,66.0,0.324,27.0,13.0,40.0,0.196,127,77,204,85,119
1627884,2021-22,1610612741.0,86.0,23.0,109.0,0.649,18.0,23.0,41.0,0.244,22.0,27.0,49.0,0.292,12.0,14.0,26.0,0.155,1.0,9.0,10.0,0.06,50.0,17.0,67.0,0.399,29.0,5.0,34.0,0.202,109,59,168,59,109
1627884,2022-23,1610612741.0,61.0,14.0,75.0,0.493,18.0,29.0,47.0,0.309,32.0,33.0,65.0,0.428,15.0,9.0,24.0,0.158,0.0,12.0,12.0,0.079,35.0,18.0,53.0,0.349,25.0,3.0,28.0,0.184,93,59,152,77,75
1627884,2023-24,1610612742.0,120.0,42.0,162.0,0.664,21.0,21.0,42.0,0.172,40.0,33.0,73.0,0.299,54.0,25.0,79.0,0.324,2.0,7.0,9.0,0.037,52.0,23.0,75.0,0.307,35.0,13.0,48.0,0.197,162,82,244,82,162
1627884,2024-25,1610612746.0,133.0,43.0,176.0,0.674,22.0,30.0,52.0,0.199,33.0,40.0,73.0,0.28,44.0,27.0,71.0,0.272,4.0,8.0,12.0,0.046,53.0,28.0,81.0,0.31,51.0,6.0,57.0,0.218,170,91,261,85,176
1627885,2017-18,1610612756.0,42.0,6.0,48.0,0.787,4.0,0.0,4.0,0.066,10.0,2.0,12.0,0.197,17.0,3.0,20.0,0.328,0.0,1.0,1.0,0.016,13.0,6.0,19.0,0.311,18.0,0.0,18.0,0.295,52,9,61,13,48
1627885,2018-19,1610612741.0,162.0,18.0,180.0,0.822,22.0,10.0,32.0,0.146,23.0,13.0,36.0,0.164,43.0,11.0,54.0,0.247,1.0,2.0,3.0,0.014,60.0,7.0,67.0,0.306,61.0,5.0,66.0,0.301,186,33,219,39,180
1627885,2019-20,1610612741.0,49.0,15.0,64.0,0.753,5.0,2.0,7.0,0.082,14.0,7.0,21.0,0.247,21.0,8.0,29.0,0.341,0.0,0.0,0.0,0.0,17.0,7.0,24.0,0.282,20.0,5.0,25.0,0.294,63,22,85,21,64
1627885,2020-21,0.0,36.0,5.0,41.0,1.647,3.0,2.0,5.0,0.22799999999999998,4.0,1.0,5.0,0.327,12.0,3.0,15.0,0.683,0.0,1.0,1.0,0.026,12.0,0.0,12.0,0.407,13.0,2.0,15.0,0.683,40,7,47,6,41
1627885,2021-22,1610612751.0,2.0,1.0,3.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.75,3,1,4,1,3
1627885,2022-23,1610612757.0,13.0,0.0,13.0,0.722,3.0,0.0,3.0,0.167,5.0,0.0,5.0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.167,12.0,0.0,12.0,0.667,18,0,18,5,13
1627885,2023-24,1610612763.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,2,0,2,1,1
1627936,2017-18,1610612747.0,44.0,7.0,51.0,0.785,1.0,4.0,5.0,0.077,6.0,8.0,14.0,0.215,21.0,7.0,28.0,0.431,0.0,0.0,0.0,0.0,10.0,3.0,13.0,0.2,18.0,1.0,19.0,0.292,50,15,65,14,51
1627936,2018-19,1610612747.0,39.0,11.0,50.0,0.746,3.0,1.0,4.0,0.06,8.0,7.0,15.0,0.224,18.0,9.0,27.0,0.403,0.0,2.0,2.0,0.03,10.0,7.0,17.0,0.254,16.0,3.0,19.0,0.284,47,20,67,17,50
1627936,2019-20,1610612747.0,83.0,9.0,92.0,0.76,8.0,3.0,11.0,0.091,22.0,5.0,27.0,0.223,42.0,6.0,48.0,0.397,0.0,2.0,2.0,0.017,17.0,3.0,20.0,0.165,38.0,4.0,42.0,0.347,105,16,121,29,92
1627936,2020-21,1610612747.0,119.0,16.0,135.0,0.799,9.0,2.0,11.0,0.065,20.0,12.0,32.0,0.189,44.0,17.0,61.0,0.361,0.0,2.0,2.0,0.012,30.0,6.0,36.0,0.213,56.0,5.0,61.0,0.361,139,30,169,34,135
1627936,2021-22,1610612741.0,92.0,16.0,108.0,0.745,12.0,10.0,22.0,0.152,19.0,13.0,32.0,0.221,39.0,12.0,51.0,0.352,1.0,4.0,5.0,0.034,21.0,5.0,26.0,0.179,40.0,6.0,46.0,0.317,112,33,145,37,108
1627936,2022-23,1610612741.0,134.0,25.0,159.0,0.824,12.0,8.0,20.0,0.104,17.0,15.0,32.0,0.166,53.0,21.0,74.0,0.383,1.0,1.0,2.0,0.01,33.0,4.0,37.0,0.192,54.0,8.0,62.0,0.321,152,41,193,34,159
1627936,2023-24,1610612741.0,166.0,40.0,206.0,0.783,17.0,3.0,20.0,0.076,37.0,17.0,54.0,0.205,63.0,34.0,97.0,0.369,1.0,2.0,3.0,0.011,48.0,12.0,60.0,0.228,76.0,10.0,86.0,0.327,204,59,263,57,206
1627936,2024-25,1610612760.0,81.0,26.0,107.0,0.673,16.0,8.0,24.0,0.151,39.0,8.0,47.0,0.296,37.0,19.0,56.0,0.352,1.0,4.0,5.0,0.031,36.0,6.0,42.0,0.264,32.0,5.0,37.0,0.233,121,38,159,52,107
1628021,2016-17,1610612747.0,37.0,9.0,46.0,0.73,6.0,6.0,12.0,0.19,8.0,7.0,15.0,0.238,12.0,2.0,14.0,0.222,1.0,1.0,2.0,0.032,17.0,5.0,22.0,0.349,11.0,4.0,15.0,0.238,46,17,63,17,46
1628021,2017-18,1610612741.0,193.0,43.0,236.0,0.74,30.0,20.0,50.0,0.157,37.0,31.0,68.0,0.213,41.0,24.0,65.0,0.204,3.0,12.0,15.0,0.047,97.0,25.0,122.0,0.382,65.0,17.0,82.0,0.257,233,86,319,83,236
1628021,2018-19,1610612739.0,91.0,17.0,108.0,0.688,14.0,7.0,21.0,0.134,26.0,17.0,43.0,0.274,18.0,14.0,32.0,0.204,0.0,6.0,6.0,0.038,55.0,15.0,70.0,0.446,30.0,4.0,34.0,0.217,117,40,157,49,108
1628021,2019-20,1610612751.0,28.0,4.0,32.0,0.711,4.0,2.0,6.0,0.133,9.0,4.0,13.0,0.289,4.0,1.0,5.0,0.111,0.0,0.0,0.0,0.0,12.0,2.0,14.0,0.311,17.0,3.0,20.0,0.444,37,8,45,13,32
1628021,2020-21,1610612745.0,66.0,14.0,80.0,0.721,7.0,15.0,22.0,0.198,8.0,14.0,22.0,0.198,21.0,10.0,31.0,0.279,0.0,9.0,9.0,0.081,24.0,10.0,34.0,0.306,22.0,2.0,24.0,0.216,74,37,111,31,80
1628021,2021-22,1610612745.0,93.0,16.0,109.0,0.722,20.0,18.0,38.0,0.252,16.0,18.0,34.0,0.225,19.0,10.0,29.0,0.192,1.0,7.0,8.0,0.053,50.0,8.0,58.0,0.384,21.0,5.0,26.0,0.172,110,41,151,42,109
1628035,2017-18,1610612761.0,4.0,0.0,4.0,0.571,4.0,1.0,5.0,0.714,2.0,0.0,2.0,0.286,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.143,1.0,0.0,1.0,0.143,1.0,0.0,1.0,0.143,6,1,7,3,4
1628035,2018-19,1610612744.0,126.0,26.0,152.0,0.62,57.0,28.0,85.0,0.347,37.0,38.0,75.0,0.306,13.0,13.0,26.0,0.106,0.0,18.0,18.0,0.073,66.0,27.0,93.0,0.38,27.0,14.0,41.0,0.167,163,82,245,93,152
1628035,2019-20,1610612739.0,59.0,17.0,76.0,0.679,19.0,10.0,29.0,0.259,16.0,19.0,35.0,0.313,7.0,13.0,20.0,0.179,0.0,1.0,1.0,0.009,38.0,10.0,48.0,0.429,11.0,4.0,15.0,0.134,75,37,112,36,76
1628035,2020-21,1610612747.0,24.0,9.0,33.0,0.611,8.0,8.0,16.0,0.296,8.0,7.0,15.0,0.278,1.0,2.0,3.0,0.056,0.0,6.0,6.0,0.111,18.0,11.0,29.0,0.537,5.0,1.0,6.0,0.111,32,22,54,21,33
1628035,2021-22,1610612741.0,16.0,7.0,23.0,0.697,3.0,1.0,4.0,0.121,4.0,5.0,9.0,0.273,5.0,3.0,8.0,0.242,0.0,1.0,1.0,0.03,7.0,7.0,14.0,0.424,5.0,2.0,7.0,0.212,20,13,33,10,23
1628365,2017-18,1610612755.0,27.0,6.0,33.0,0.767,5.0,1.0,6.0,0.14,5.0,4.0,9.0,0.209,6.0,4.0,10.0,0.233,0.0,1.0,1.0,0.023,8.0,4.0,12.0,0.279,13.0,2.0,15.0,0.349,32,11,43,10,33
1628365,2018-19,1610612755.0,39.0,10.0,49.0,0.721,6.0,7.0,13.0,0.191,5.0,12.0,17.0,0.25,15.0,5.0,20.0,0.294,0.0,2.0,2.0,0.029,13.0,8.0,21.0,0.309,10.0,4.0,14.0,0.206,44,24,68,19,49
1628365,2019-20,1610612753.0,157.0,16.0,173.0,0.727,29.0,13.0,42.0,0.176,41.0,17.0,58.0,0.244,43.0,12.0,55.0,0.231,0.0,7.0,7.0,0.029,51.0,12.0,63.0,0.265,75.0,3.0,78.0,0.328,198,40,238,65,173
1628365,2020-21,1610612753.0,15.0,2.0,17.0,0.68,2.0,2.0,4.0,0.16,5.0,1.0,6.0,0.24,4.0,1.0,5.0,0.2,0.0,2.0,2.0,0.08,10.0,1.0,11.0,0.44,4.0,1.0,5.0,0.2,20,5,25,8,17
1628365,2021-22,1610612753.0,36.0,1.0,37.0,0.755,6.0,0.0,6.0,0.122,9.0,3.0,12.0,0.245,12.0,1.0,13.0,0.265,0.0,0.0,0.0,0.0,17.0,2.0,19.0,0.388,10.0,1.0,11.0,0.224,45,4,49,12,37
1628365,2022-23,1610612753.0,139.0,30.0,169.0,0.722,19.0,23.0,42.0,0.179,25.0,29.0,54.0,0.231,40.0,15.0,55.0,0.235,1.0,10.0,11.0,0.047,54.0,22.0,76.0,0.325,52.0,9.0,61.0,0.261,165,69,234,65,169
1628365,2023-24,1610612753.0,64.0,17.0,81.0,0.591,7.0,16.0,23.0,0.168,16.0,31.0,47.0,0.343,29.0,11.0,40.0,0.292,1.0,8.0,9.0,0.066,19.0,17.0,36.0,0.263,26.0,12.0,38.0,0.277,81,56,137,56,81
1628365,2024-25,1610612758.0,8.0,3.0,11.0,0.55,1.0,0.0,1.0,0.05,6.0,3.0,9.0,0.45,5.0,4.0,9.0,0.45,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.3,4.0,0.0,4.0,0.2,14,6,20,9,11
1628366,2017-18,1610612747.0,236.0,30.0,266.0,0.758,56.0,14.0,70.0,0.199,45.0,25.0,70.0,0.199,61.0,16.0,77.0,0.219,6.0,9.0,15.0,0.043,90.0,17.0,107.0,0.305,80.0,17.0,97.0,0.276,287,64,351,85,266
1628366,2018-19,1610612747.0,149.0,18.0,167.0,0.671,44.0,11.0,55.0,0.221,45.0,28.0,73.0,0.293,39.0,17.0,56.0,0.225,2.0,7.0,9.0,0.036,69.0,18.0,87.0,0.349,44.0,7.0,51.0,0.205,196,53,249,82,167
1628366,2019-20,1610612740.0,250.0,36.0,286.0,0.773,54.0,14.0,68.0,0.184,50.0,22.0,72.0,0.195,69.0,22.0,91.0,0.246,2.0,10.0,12.0,0.032,100.0,19.0,119.0,0.322,79.0,13.0,92.0,0.249,302,68,370,84,286
1628366,2020-21,1610612740.0,194.0,18.0,212.0,0.809,41.0,9.0,50.0,0.191,35.0,11.0,46.0,0.176,45.0,14.0,59.0,0.225,0.0,4.0,4.0,0.015,75.0,5.0,80.0,0.305,68.0,5.0,73.0,0.279,229,33,262,50,212
1628366,2021-22,1610612741.0,125.0,11.0,136.0,0.72,21.0,4.0,25.0,0.132,26.0,23.0,49.0,0.259,37.0,14.0,51.0,0.27,3.0,1.0,4.0,0.021,46.0,13.0,59.0,0.312,50.0,4.0,54.0,0.286,154,35,189,53,136
1628366,2024-25,1610612741.0,66.0,15.0,81.0,0.681,18.0,3.0,21.0,0.176,27.0,10.0,37.0,0.311,23.0,13.0,36.0,0.303,0.0,1.0,1.0,0.008,31.0,7.0,38.0,0.319,21.0,3.0,24.0,0.202,93,26,119,38,81
1628367,2017-18,1610612756.0,209.0,45.0,254.0,0.728,35.0,25.0,60.0,0.172,45.0,34.0,79.0,0.226,43.0,30.0,73.0,0.209,2.0,14.0,16.0,0.046,102.0,21.0,123.0,0.352,76.0,17.0,93.0,0.266,256,93,349,95,254
1628367,2018-19,1610612756.0,223.0,31.0,254.0,0.732,34.0,12.0,46.0,0.133,56.0,26.0,82.0,0.236,39.0,21.0,60.0,0.173,2.0,9.0,11.0,0.032,110.0,18.0,128.0,0.369,98.0,15.0,113.0,0.326,281,66,347,93,254
1628367,2019-20,1610612763.0,42.0,5.0,47.0,0.712,15.0,5.0,20.0,0.303,12.0,6.0,18.0,0.273,5.0,4.0,9.0,0.136,1.0,0.0,1.0,0.015,22.0,2.0,24.0,0.364,13.0,0.0,13.0,0.197,55,11,66,19,47
1628367,2020-21,1610612765.0,160.0,17.0,177.0,0.697,25.0,13.0,38.0,0.15,36.0,31.0,67.0,0.264,41.0,10.0,51.0,0.201,2.0,8.0,10.0,0.039,72.0,25.0,97.0,0.382,58.0,8.0,66.0,0.26,198,56,254,77,177
1628367,2021-22,0.0,91.0,8.0,99.0,1.486,20.0,8.0,28.0,0.281,24.0,11.0,35.0,0.48,16.0,5.0,21.0,0.364,3.0,1.0,4.0,0.033,55.0,6.0,61.0,0.886,27.0,1.0,28.0,0.47000000000000003,118,20,138,39,99
1628368,2017-18,1610612758.0,153.0,17.0,170.0,0.837,17.0,8.0,25.0,0.123,18.0,10.0,28.0,0.138,61.0,12.0,73.0,0.36,0.0,5.0,5.0,0.025,35.0,7.0,42.0,0.207,58.0,5.0,63.0,0.31,171,32,203,33,170
1628368,2018-19,1610612758.0,219.0,29.0,248.0,0.827,25.0,4.0,29.0,0.097,37.0,11.0,48.0,0.16,92.0,19.0,111.0,0.37,3.0,1.0,4.0,0.013,62.0,9.0,71.0,0.237,80.0,9.0,89.0,0.297,259,41,300,52,248
1628368,2019-20,1610612758.0,133.0,19.0,152.0,0.8,9.0,7.0,16.0,0.084,24.0,12.0,36.0,0.189,55.0,14.0,69.0,0.363,0.0,2.0,2.0,0.011,35.0,8.0,43.0,0.226,58.0,4.0,62.0,0.326,157,33,190,38,152
1628368,2020-21,1610612758.0,147.0,23.0,170.0,0.837,10.0,1.0,11.0,0.054,24.0,8.0,32.0,0.158,63.0,21.0,84.0,0.414,0.0,1.0,1.0,0.005,39.0,6.0,45.0,0.222,59.0,3.0,62.0,0.305,171,32,203,33,170
1628368,2021-22,1610612758.0,175.0,19.0,194.0,0.858,15.0,3.0,18.0,0.08,27.0,5.0,32.0,0.142,57.0,18.0,75.0,0.332,0.0,0.0,0.0,0.0,48.0,1.0,49.0,0.217,82.0,2.0,84.0,0.372,202,24,226,32,194
1628368,2022-23,1610612758.0,223.0,29.0,252.0,0.824,28.0,5.0,33.0,0.108,42.0,8.0,50.0,0.163,66.0,25.0,91.0,0.297,1.0,3.0,4.0,0.013,73.0,6.0,79.0,0.258,99.0,4.0,103.0,0.337,266,40,306,54,252
1628368,2023-24,1610612758.0,217.0,43.0,260.0,0.774,20.0,6.0,26.0,0.077,51.0,20.0,71.0,0.211,94.0,37.0,131.0,0.39,1.0,4.0,5.0,0.015,71.0,13.0,84.0,0.25,84.0,11.0,95.0,0.283,269,67,336,76,260
1628368,2024-25,0.0,200.0,33.0,233.0,1.6,27.0,7.0,34.0,0.216,44.0,18.0,62.0,0.386,69.0,25.0,94.0,0.612,0.0,3.0,3.0,0.013,64.0,19.0,83.0,0.526,84.0,3.0,87.0,0.646,244,54,298,65,233
1628369,2017-18,1610612738.0,282.0,21.0,303.0,0.785,78.0,5.0,83.0,0.215,54.0,20.0,74.0,0.192,53.0,13.0,66.0,0.171,4.0,5.0,9.0,0.023,130.0,18.0,148.0,0.383,79.0,10.0,89.0,0.231,340,46,386,83,303
1628369,2018-19,1610612738.0,341.0,37.0,378.0,0.794,88.0,5.0,93.0,0.195,63.0,24.0,87.0,0.183,54.0,22.0,76.0,0.16,2.0,9.0,11.0,0.023,169.0,30.0,199.0,0.418,95.0,13.0,108.0,0.227,406,70,476,98,378
1628369,2019-20,1610612738.0,338.0,26.0,364.0,0.793,91.0,21.0,112.0,0.244,56.0,27.0,83.0,0.181,61.0,24.0,85.0,0.185,3.0,9.0,12.0,0.026,139.0,13.0,152.0,0.331,106.0,4.0,110.0,0.24,397,62,459,95,364
1628369,2020-21,1610612738.0,363.0,27.0,390.0,0.83,96.0,12.0,108.0,0.23,57.0,15.0,72.0,0.153,39.0,23.0,62.0,0.132,0.0,8.0,8.0,0.017,189.0,9.0,198.0,0.421,96.0,6.0,102.0,0.217,420,50,470,80,390
1628369,2021-22,1610612738.0,427.0,45.0,472.0,0.781,108.0,15.0,123.0,0.204,88.0,31.0,119.0,0.197,57.0,36.0,93.0,0.154,4.0,9.0,13.0,0.022,218.0,19.0,237.0,0.392,136.0,15.0,151.0,0.25,519,85,604,132,472
1628369,2022-23,1610612738.0,491.0,41.0,532.0,0.82,105.0,17.0,122.0,0.188,78.0,29.0,107.0,0.165,54.0,26.0,80.0,0.123,2.0,8.0,10.0,0.015,249.0,19.0,268.0,0.413,163.0,16.0,179.0,0.276,571,78,649,117,532
1628369,2023-24,1610612738.0,439.0,36.0,475.0,0.816,106.0,22.0,128.0,0.22,78.0,18.0,96.0,0.165,67.0,25.0,92.0,0.158,2.0,9.0,11.0,0.019,213.0,6.0,219.0,0.376,133.0,10.0,143.0,0.246,519,63,582,107,475
